dataset	co1_species	count	pct_id	accession_species	accession	total_count	fractional_count
500-M-16.trim_2	Drosophila_simulans	1	97.32	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	4055	0.000246609124537608
500-M-16.trim_2	Drosophila_eohydei	1	100	DQ471601.1:1-1499_Drosophila_eohydei	DQ471601.1:1-1499	4055	0.000246609124537608
500-M-16.trim_2	Drosophila_mauritiana	1	100	NC_005779.1:1478-3012_Drosophila_mauritiana	NC_005779.1:1478-3012	4055	0.000246609124537608
500-M-17.trim_1	Drosophila_melanogaster	2784	99.7123096264368	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2786	0.999282124910266
500-M-17.trim_1	Drosophila_bocki	1	99.03	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2786	0.000358937544867193
500-M-17.trim_1	Drosophila_simulans	1	96.92	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2786	0.000358937544867193
500-M-17.trim_2	Drosophila_melanogaster	2883	99.7087235518557	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2883	1
500-M-40.trim_1	Drosophila_melanogaster	2073	99.6907284129281	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2077	0.998074145402022
500-M-40.trim_1	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2077	0.00144439094848339
500-M-40.trim_1	Drosophila_mediostriata	1	94.55	EF570003.1:1-1468_Drosophila_mediostriata	EF570003.1:1-1468	2077	0.000481463649494463
500-M-40.trim_2	Drosophila_melanogaster	2115	99.7056359338061	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2118	0.998583569405099
500-M-40.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2118	0.00141643059490085
500-M-54.trim_1	Drosophila_melanogaster	2516	99.7480683624801	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2520	0.998412698412698
500-M-54.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2520	0.00158730158730159
500-M-54.trim_2	Drosophila_melanogaster	2652	99.6926659125188	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2657	0.998118178396688
500-M-54.trim_2	Drosophila_simulans	5	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2657	0.00188182160331201
500-M-55.trim_1	Drosophila_melanogaster	7287	99.7165472759709	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	7290	0.999588477366255
500-M-55.trim_1	Drosophila_teissieri	1	95	JQ679119.1:1-1491_Drosophila_teissieri	JQ679119.1:1-1491	7290	0.000137174211248285
500-M-55.trim_1	Scaptomyza_reducta	1	94.87	MK277005.1:1-1469_Scaptomyza_reducta	MK277005.1:1-1469	7290	0.000137174211248285
500-M-55.trim_1	Drosophila_limbata	1	97.92	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	7290	0.000137174211248285
500-M-55.trim_2	Drosophila_melanogaster	7592	99.6812315595364	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	7593	0.99986829974977
500-M-55.trim_2	Drosophila_limbata	1	96.84	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	7593	0.000131700250230475
500-M-57.trim_1	Drosophila_melanogaster	1828	99.7802188183807	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1830	0.998907103825137
500-M-57.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1830	0.000546448087431694
500-M-57.trim_1	Phortica_sp	1	100	EU500837.1:1-1534_Phortica_sp	EU500837.1:1-1534	1830	0.000546448087431694
500-M-57.trim_2	Drosophila_melanogaster	1834	99.7574263904035	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1836	0.998910675381264
500-M-57.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1836	0.000544662309368192
500-M-57.trim_2	Drosophila_mauritiana	1	98.63	NC_005779.1:1478-3012_Drosophila_mauritiana	NC_005779.1:1478-3012	1836	0.000544662309368192
500-M-6.trim_1	Drosophila_melanogaster	2635	99.7900189753321	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2637	0.999241562381494
500-M-6.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2637	0.000379218809252939
500-M-6.trim_1	Drosophila_eohydei	1	100	DQ471601.1:1-1499_Drosophila_eohydei	DQ471601.1:1-1499	2637	0.000379218809252939
500-M-6.trim_2	Drosophila_melanogaster	2576	99.7317197204969	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2578	0.99922420480993
500-M-6.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2578	0.000387897595034911
500-M-6.trim_2	Drosophila_eohydei	1	100	DQ471601.1:1-1499_Drosophila_eohydei	DQ471601.1:1-1499	2578	0.000387897595034911
500-M-60.trim_1	Drosophila_melanogaster	2151	99.6866945606695	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2155	0.998143851508121
500-M-60.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2155	0.00185614849187935
500-M-60.trim_2	Drosophila_melanogaster	2228	99.7247217235189	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2232	0.99820788530466
500-M-60.trim_2	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2232	0.0017921146953405
500-M-61-2.trim_1	Drosophila_melanogaster	879	99.7256200227531	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	879	1
500-M-61-2.trim_2	Drosophila_melanogaster	900	99.7226111111111	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	900	1
500-M-61.trim_1	Drosophila_melanogaster	948	99.7823734177215	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	949	0.998946259220232
500-M-61.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	949	0.00105374077976818
500-M-61.trim_2	Drosophila_melanogaster	968	99.7754752066116	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	969	0.998968008255934
500-M-61.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	969	0.00103199174406605
500-M-65-2.trim_1	Drosophila_melanogaster	810	99.7353086419753	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	810	1
500-M-65-2.trim_2	Drosophila_melanogaster	850	99.7021058823529	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	850	1
500-M-65.trim_1	Drosophila_melanogaster	2347	99.7885428206221	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2348	0.999574105621806
500-M-65.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2348	0.000425894378194208
500-M-65.trim_2	Drosophila_melanogaster	2311	99.7693942016443	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2312	0.999567474048443
500-M-65.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2312	0.000432525951557093
500-M-71-2.trim_1	Drosophila_melanogaster	2970	99.7877138047138	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2970	1
500-M-71-2.trim_2	Drosophila_melanogaster	2945	99.774896434635	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2945	1
500-M-71.trim_1	Drosophila_melanogaster	3987	99.7313644344118	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3988	0.99974924774323
500-M-71.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	3988	0.000250752256770311
500-M-71.trim_2	Drosophila_melanogaster	4036	99.7075718533201	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4037	0.999752291305425
500-M-71.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	4037	0.00024770869457518
500-M-83.trim_1	Drosophila_melanogaster	2194	99.5702096627165	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2197	0.998634501593081
500-M-83.trim_1	Liodrosophila_aerea	2	100	JF273080.1:1-1535_Liodrosophila_aerea	JF273080.1:1-1535	2197	0.000910332271279017
500-M-83.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2197	0.000455166135639508
500-M-83.trim_2	Drosophila_melanogaster	2188	99.5343510054845	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2191	0.998630762209037
500-M-83.trim_2	Liodrosophila_aerea	2	100	JF273080.1:1-1535_Liodrosophila_aerea	JF273080.1:1-1535	2191	0.000912825193975354
500-M-83.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2191	0.000456412596987677
500-M-84.trim_1	Drosophila_melanogaster	2606	99.7712547966232	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2606	1
500-M-84.trim_2	Drosophila_melanogaster	2578	99.769216446858	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2578	1
500-M-F10.trim_1	Drosophila_melanogaster	5297	99.7840721162922	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5301	0.999245425391436
500-M-F10.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5301	0.000377287304282211
500-M-F10.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5301	0.000188643652141105
500-M-F10.trim_1	Pseudostegana_nitidifrons	1	100	HQ842767.1:1-1534_Pseudostegana_nitidifrons	HQ842767.1:1-1534	5301	0.000188643652141105
500-M-F10.trim_2	Drosophila_melanogaster	5411	99.7790389946405	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5415	0.999261311172668
500-M-F10.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5415	0.000369344413665743
500-M-F10.trim_2	Drosophila_simulans	2	97.975	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5415	0.000369344413665743
500-M-F11.trim_1	Drosophila_melanogaster	1237	99.7544219886823	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1238	0.999192245557351
500-M-F11.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1238	0.000807754442649435
500-M-F11.trim_2	Drosophila_melanogaster	1235	99.768016194332	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1236	0.999190938511327
500-M-F11.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1236	0.000809061488673139
500-M-F9.trim_1	Drosophila_melanogaster	491	99.7360285132383	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	494	0.993927125506073
500-M-F9.trim_1	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	494	0.00607287449392713
500-M-F9.trim_2	Drosophila_melanogaster	496	99.7560282258064	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	499	0.993987975951904
500-M-F9.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	499	0.00601202404809619
500-M-G2.trim_1	Drosophila_melanogaster	959	99.7816579770594	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	960	0.998958333333333
500-M-G2.trim_1	Drosophila_hirtitibia	1	100	MK277150.1:1-1445_Drosophila_hirtitibia	MK277150.1:1-1445	960	0.00104166666666667
500-M-G2.trim_2	Drosophila_melanogaster	965	99.7768393782383	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	965	1
Adobe-B4.trim_1	Drosophila_melanogaster	2180	99.9015963302752	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2181	0.999541494727189
Adobe-B4.trim_1	Drosophila_funebris	1	98.66	OY282429.1:3397-4933_Drosophila_funebris	OY282429.1:3397-4933	2181	0.000458505272810637
Adobe-B4.trim_2	Drosophila_melanogaster	2137	99.8831258773982	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2138	0.999532273152479
Adobe-B4.trim_2	Drosophila_funebris	1	98.66	OY282429.1:3397-4933_Drosophila_funebris	OY282429.1:3397-4933	2138	0.000467726847521048
Adobe-B6.trim_1	Drosophila_melanogaster	16994	99.8944633400024	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16995	0.99994115916446
Adobe-B6.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	16995	5.88408355398647e-05
Adobe-B6.trim_2	Drosophila_melanogaster	16778	99.8305870783168	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16779	0.999940401692592
Adobe-B6.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	16779	5.95983074080696e-05
Adobe-B8.trim_1	Drosophila_melanogaster	6889	99.820378864857	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6890	0.999854862119013
Adobe-B8.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	6890	0.000145137880986938
Adobe-B8.trim_2	Drosophila_melanogaster	7440	99.7812405913978	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	7441	0.999865609461094
Adobe-B8.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	7441	0.000134390538906061
Adobe-C1.trim_1	Drosophila_melanogaster	1188	99.9001346801347	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1189	0.999158957106812
Adobe-C1.trim_1	Drosophila_simulans	1	100	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	1189	0.000841042893187553
Adobe-C1.trim_2	Drosophila_melanogaster	1177	99.8651911639762	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1177	1
Adobe-C2.trim_1	Drosophila_melanogaster	615	99.8971869918699	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	615	1
Adobe-C2.trim_2	Drosophila_melanogaster	610	99.9345573770492	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	610	1
Briarwood-D10.trim_1	Drosophila_melanogaster	13261	99.7620066360003	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	13261	1
Briarwood-D10.trim_2	Drosophila_melanogaster	13237	99.7097151922641	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	13238	0.999924459888201
Briarwood-D10.trim_2	Drosophila_navojoa	1	95.56	MK659832.1:1464-2999_Drosophila_navojoa	MK659832.1:1464-2999	13238	7.55401117993655e-05
Briarwood-D9.trim_1	Drosophila_melanogaster	3360	99.655193452381	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3361	0.999702469503124
Briarwood-D9.trim_1	Drosophila_limbata	1	99.04	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	3361	0.00029753049687593
Briarwood-D9.trim_2	Drosophila_melanogaster	3475	99.6698158273381	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	3475	1
CVID-0825-B1.trim_1	Drosophila_melanogaster	4311	99.7109417768499	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4317	0.998610145934677
CVID-0825-B1.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	4317	0.000926569376882094
CVID-0825-B1.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	4317	0.000463284688441047
CVID-0825-B1.trim_2	Drosophila_melanogaster	4523	99.6611563121822	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4529	0.998675204239346
CVID-0825-B1.trim_2	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	4529	0.000883197173769044
CVID-0825-B1.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	4529	0.000441598586884522
CVID-0825-C10.trim_1	Drosophila_melanogaster	11173	99.7896151436499	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11174	0.999910506533023
CVID-0825-C10.trim_1	Drosophila_hamifera	1	96.88	MK277141.1:1-1469_Drosophila_hamifera	MK277141.1:1-1469	11174	8.94934669769107e-05
CVID-0825-C10.trim_2	Drosophila_melanogaster	11104	99.7488814841499	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	11104	1
CVID-0911-E3.trim_1	Drosophila_melanogaster	4155	99.7170036101083	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4155	1
CVID-0911-E3.trim_2	Drosophila_melanogaster	4309	99.6629264330471	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	4309	1
CVID-0911-F3.trim_1	Drosophila_melanogaster	1059	99.7292728989613	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1059	1
CVID-0911-F3.trim_2	Drosophila_melanogaster	1090	99.6973577981651	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1091	0.999083409715857
CVID-0911-F3.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	1091	0.000916590284142988
CVID-0911-F4.trim_1	Drosophila_melanogaster	1116	99.7927419354839	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1117	0.999104744852283
CVID-0911-F4.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	1117	0.000895255147717099
CVID-0911-F4.trim_2	Drosophila_melanogaster	1095	99.7953698630137	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1098	0.997267759562842
CVID-0911-F4.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	1098	0.00182149362477231
CVID-0911-F4.trim_2	Drosophila_yunnanensis	1	97.83	DQ471537.1:1-1500_Drosophila_yunnanensis	DQ471537.1:1-1500	1098	0.000910746812386157
CVID-1006-G6.trim_1	Drosophila_melanogaster	9096	99.7194810905893	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9101	0.999450609823096
CVID-1006-G6.trim_1	Drosophila_bocki	2	99.515	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	9101	0.000219756070761455
CVID-1006-G6.trim_1	Drosophila_maculifrons	2	96.025	EF569998.1:2-1447_Drosophila_maculifrons	EF569998.1:2-1447	9101	0.000219756070761455
CVID-1006-G6.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	9101	0.000109878035380727
CVID-1006-G6.trim_2	Drosophila_melanogaster	9389	99.6827084886569	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9393	0.999574150963483
CVID-1006-G6.trim_2	Drosophila_bocki	3	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	9393	0.000319386777387416
CVID-1006-G6.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	9393	0.000106462259129139
CVID-1006-G7.trim_1	Drosophila_melanogaster	6644	99.789200782661	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6644	1
CVID-1006-G7.trim_2	Drosophila_melanogaster	6689	99.7641381372402	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	6690	0.999850523168909
CVID-1006-G7.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	6690	0.000149476831091181
CVID-1006-H2.trim_1	Drosophila_melanogaster	5668	99.7173676781934	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5670	0.999647266313933
CVID-1006-H2.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5670	0.000352733686067019
CVID-1006-H2.trim_2	Drosophila_melanogaster	5759	99.6884806389998	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5760	0.999826388888889
CVID-1006-H2.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5760	0.000173611111111111
CVID-1006-H3.trim_1	Drosophila_melanogaster	5408	99.7282359467456	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5410	0.999630314232902
CVID-1006-H3.trim_1	Drosophila_simulans	2	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5410	0.000369685767097967
CVID-1006-H3.trim_2	Drosophila_melanogaster	5651	99.6569969916829	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5653	0.999646205554573
CVID-1006-H3.trim_2	Drosophila_simulans	2	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5653	0.000353794445427207
CVID-1006-H4.trim_1	Drosophila_melanogaster	5367	99.7795062418483	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5368	0.999813710879285
CVID-1006-H4.trim_1	Drosophila_expansa	1	100	MK277010.1:1-1469_Drosophila_expansa	MK277010.1:1-1469	5368	0.00018628912071535
CVID-1006-H4.trim_2	Drosophila_melanogaster	5435	99.76948850046	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5436	0.99981604120677
CVID-1006-H4.trim_2	Drosophila_expansa	1	97.22	MK277010.1:1-1469_Drosophila_expansa	MK277010.1:1-1469	5436	0.000183958793230316
HeLa-pos.trim_2	Phortica_pavriarista	1	96.67	KJ083023.1:1-1534_Phortica_pavriarista	KJ083023.1:1-1534	1	1
James-A4.trim_1	Drosophila_melanogaster	5242	99.8249866463182	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5302	0.98868351565447
James-A4.trim_1	Drosophila_funebris	57	99.5484210526316	OY282429.1:3397-4933_Drosophila_funebris	OY282429.1:3397-4933	5302	0.0107506601282535
James-A4.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5302	0.000377216144851
James-A4.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	5302	0.0001886080724255
James-A4.trim_2	Drosophila_melanogaster	5564	99.7865438533429	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	5625	0.989155555555556
James-A4.trim_2	Drosophila_funebris	60	99.5883333333333	OY282429.1:3397-4933_Drosophila_funebris	OY282429.1:3397-4933	5625	0.0106666666666667
James-A4.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	5625	0.000177777777777778
James-A5.trim_1	Drosophila_melanogaster	2793	99.8897565341926	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2794	0.999642090193271
James-A5.trim_1	Drosophila_longiserrata	1	98.08	AY750091.1:1-1500_Drosophila_longiserrata	AY750091.1:1-1500	2794	0.000357909806728704
James-A5.trim_2	Drosophila_melanogaster	2803	99.8783410631466	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2803	1
ME-F-1.trim_1	Drosophila_melanogaster	165323	99.8128491498461	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	165340	0.999897181565259
ME-F-1.trim_1	Drosophila_simulans	8	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	165340	4.83851457602516e-05
ME-F-1.trim_1	Drosophila_bocki	2	99.515	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	165340	1.20962864400629e-05
ME-F-1.trim_1	Stegana_kanmiyai	2	98.685	HQ842778.1:1-1428_Stegana_kanmiyai	HQ842778.1:1-1428	165340	1.20962864400629e-05
ME-F-1.trim_1	Drosophila_simulans	1	96.64	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	165340	6.04814322003145e-06
ME-F-1.trim_1	Drosophila_subquinaria	1	100	AY154457.1:1-1514_Drosophila_subquinaria	AY154457.1:1-1514	165340	6.04814322003145e-06
ME-F-1.trim_1	Drosophila_neoguaramunu	1	100	EF570007.1:1-1465_Drosophila_neoguaramunu	EF570007.1:1-1465	165340	6.04814322003145e-06
ME-F-1.trim_1	Drosophila_tropicalis	1	100	NC_071247.1:1472-3007_Drosophila_tropicalis	NC_071247.1:1472-3007	165340	6.04814322003145e-06
ME-F-1.trim_1	Amiota_yifengi	1	100	NC_081073.1:1413-2932_Amiota_yifengi	NC_081073.1:1413-2932	165340	6.04814322003145e-06
ME-F-1.trim_2	Drosophila_melanogaster	169847	99.7807603902336	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	169862	0.999911693021394
ME-F-1.trim_2	Drosophila_simulans	8	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	169862	4.70970552566201e-05
ME-F-1.trim_2	Drosophila_sechellia	3	98.66	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	169862	1.76613957212325e-05
ME-F-1.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	169862	5.88713190707751e-06
ME-F-1.trim_2	Drosophila_simulans	1	97.99	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	169862	5.88713190707751e-06
ME-F-1.trim_2	Drosophila_subquinaria	1	100	AY154457.1:1-1514_Drosophila_subquinaria	AY154457.1:1-1514	169862	5.88713190707751e-06
ME-F-1.trim_2	Drosophila_moriwakii	1	100	AY750097.1:1-1500_Drosophila_moriwakii	AY750097.1:1-1500	169862	5.88713190707751e-06
ME-F-2.trim_1	Drosophila_melanogaster	1795	99.8230584958217	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1795	1
ME-F-2.trim_2	Drosophila_melanogaster	1877	99.7932924880128	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1877	1
ME-F-3.trim_1	Drosophila_melanogaster	125	99.90408	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	125	1
ME-F-3.trim_2	Drosophila_melanogaster	126	99.8981746031746	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	126	1
