"","segment","codon","alpha","beta","alpha.beta","LRT","p.value","Total.branch.length"
"633","RNA3",182,0,0,0,0,1,0
"634","RNA3",184,0,0,0,0,1,0
"635","RNA3",185,0,0,0,0,1,0
"636","RNA3",188,0,0,0,0,1,0
"637","RNA3",190,0,0,0,0,1,0
"638","RNA3",191,0,0,0,0,1,0
"639","RNA3",195,0,0,0,0,1,0
"640","RNA3",197,0,0,0,0,1,0
"641","RNA3",202,0,0,0,0,1,0
"642","RNA3",203,0,0,0,0,1,0
"643","RNA3",204,0,0,0,0,1,0
"644","RNA3",216,0,0,0,0,1,0
"645","RNA3",226,0,0,0,0,1,0
"646","RNA3",235,0,0,0,0,1,0
"647","RNA3",238,0,0,0,0,1,0
"648","RNA3",240,0,0,0,0,1,0
"649","RNA3",241,0,0,0,0,1,0
"650","RNA3",246,0,0,0,0,1,0
"651","RNA3",247,0,0,0,0,1,0
"652","RNA3",251,0,0,0,0,1,0
"653","RNA3",256,0,0,0,0,1,0
"654","RNA3",257,0,0,0,0,1,0
"655","RNA3",261,0,0,0,0,1,0
"656","RNA3",262,0,0,0,0,1,0
"657","RNA3",263,0,0,0,0,1,0
"658","RNA3",268,0,0,0,0,1,0
"659","RNA3",269,0,0,0,0,1,0
"660","RNA3",277,0,0,0,0,1,0
"661","RNA3",279,0,0,0,0,1,0
"662","RNA3",284,0,0,0,0,1,0
"663","RNA3",287,0,0,0,0,1,0
"664","RNA3",290,0,0,0,0,1,0
"665","RNA3",292,0,0,0,0,1,0
"666","RNA3",297,0,0,0,0,1,0
"667","RNA3",300,0,0,0,0,1,0
"668","RNA3",329,0,0,0,0,1,0
"669","RNA3",337,0,0,0,0,1,0
"670","RNA3",340,0,0,0,0,1,0
"671","RNA3",341,0,0,0,0,1,0
"672","RNA3",342,0,0,0,0,1,0
"673","RNA3",343,0,0,0,0,1,0
"674","RNA3",347,0,0,0,0,1,0
"675","RNA3",348,0,0,0,0,1,0
"676","RNA3",352,0,0,0,0,1,0
"677","RNA3",357,0,0,0,0,1,0
"678","RNA3",360,0,0,0,0,1,0
"679","RNA3",364,0,0,0,0,1,0
"680","RNA3",377,0,0,0,0,1,0
"681","RNA3",380,0,0,0,0,1,0
"682","RNA3",381,0,0,0,0,1,0
"683","RNA3",384,0,0,0,0,1,0
"684","RNA3",389,0,0,0,0,1,0
"685","RNA3",393,0,0,0,0,1,0
"686","RNA3",415,0,0,0,0,1,0
"687","RNA3",424,0,0,0,0,1,0
"688","RNA3",425,0,0,0,0,1,0
"689","RNA3",426,0,0,0,0,1,0
"690","RNA3",427,0,0,0,0,1,0
"691","RNA3",430,0,0,0,0,1,0
"692","RNA3",450,0,0,0,0,1,0
